tbch;normalized;name;hash;flag
;Odesa National Polytechnic University, Odesa National Polytechnic University, Odesa, Ukraine;Applied of Mathematics Department, Odessa National Polytechnic University, Odessa, Ukraine;-4,58E+17;changed 1st dep by 2nd uni
;Odesa National Polytechnic University, Odesa National Polytechnic University, Odesa, Ukraine;Department of Electronic Telecommunication Systems, Odessa National Polytechnic University, Odessa, Ukraine;-4,54E+17;changed 1st dep by 2nd uni
;Odesa National Polytechnic University, Odesa National Polytechnic University, Odesa, Ukraine;Department of Economics of Industry, Odessa National Polytechnic University, Odessa, Ukraine;8, 74E+18;changed 1st dep by 2nd uni
;Odesa National Polytechnic University, Odesa National Polytechnic University, Odesa, Ukraine;Department of Chemical Technology, Odessa National Polytechnic University, Odessa, Ukraine;9, 18E+18;changed 1st dep by 2nd uni
;Odesa National Polytechnic University, Odesa National Polytechnic University, Odesa, Ukraine;Department of Petroleum and Chemical Engineering, Odessa National Polytechnic University, Odessa, Ukraine;7, 03E+18;changed 1st dep by 2nd uni
;Odesa National Polytechnic University, Odesa National Polytechnic University, Shevchenka ave., 1, Odesa 65044, Ukraine;Department of Radio Engineering Device, Odessa National Polytechnic University, Shevchenka ave., 1, Odessa 65044, Ukraine;6, 70E+18;changed 1st dep by 2nd uni
;Odesa National Polytechnic University, Odesa National Polytechnic University, Shevchenka ave., 1, Odesa 65044, Ukraine;Department of Informatics and Information Systems Protection Management, Odessa National Polytechnic University, Shevchenka ave., 1, Odessa 65044, Ukraine;-1,57E+18;changed 1st dep by 2nd uni
;Odesa National Polytechnic University, Odesa National Polytechnic University, Shevchenka blvd., 1, Odesa, 65044, Ukraine;Department of Marketing, Odessa National Polytechnic University, Shevchenka blvd., 1, Odessa, 65044, Ukraine;-2,34E+18;changed 1st dep by 2nd uni
;Odesa National Polytechnic University, Odesa National Polytechnic University, Shevchenko av. 1, Odesa, Ukraine;Institute of Computer Systems, Odessa National Polytechnic University, Shevchenko av. 1, Odessa, Ukraine;8, 84E+18;changed 1st dep by 2nd uni
;Odesa National Polytechnic University, Odesa, 65000, Ukraine;Odessa National Polytechnic University, Odessa, 65000, Ukraine;-2,33E+18;originally correct
;Odesa National Polytechnic University, Odesa, Ukraine;Odessa National Polytechnic University, Odesa, Ukraine;-8,69E+18;originally correct
;Odesa National Polytechnic University, Odesa, Ukraine;Odessa National Polytechnic University, Odessa, Ukraine;6, 78E+18;originally correct
;Odesa National Polytechnic University, Shevchenka ave., 1, Odesa, 65044, Ukraine;Systems Management Life Safety, Odessa National Polytechnic University, Shevchenka ave., 1, Odessa, 65044, Ukraine;-8,59E+18;first neither uni nor dep
;Odesa National Polytechnic University, Shevchenko Av., 1, Odesa, 65044, Ukraine;Odessa National Polytechnic University, Shevchenko Av., 1, Odessa, 65044, Ukraine;4, 49E+16;originally correct
;Odesa National Polytechnic University, Shevchenko Avenue 1, Odesa, 65000, Ukraine;Odesa National Polytechnic University, Shevchenko Avenue 1, Odesa, 65000, Ukraine;1, 88E+18;originally correct
;Odesa National Polytechnic University, Shevchenko Avenue 1, Odesa, 65001, Ukraine;Odessa National Polytechnic University, Shevchenko Avenue 1, Odessa, 65001, Ukraine;8, 52E+18;originally correct
;Odesa National Polytechnic University, Shevchenko Avenue, 1, Odesa, 65001, Ukraine;Odessa National Polytechnic University, Shevchenko Avenue, 1, Odessa, 65001, Ukraine;3, 14E+18;originally correct
;Odesa National Polytechnic University, Shevchenko avenue, 1, Odesa, 65044, Ukraine;Odessa National Polytechnic University, Shevchenko avenue, 1, Odesa, 65044, Ukraine;6, 26E+18;originally correct
;Odesa National Polytechnic University, Shevchenko str. 1, Odesa, 65044, Ukraine;Odessa National Polytechnic University, Shevchenko str. 1, Odessa, 65044, Ukraine;-6,43E+18;originally correct
;Odesa National Polytechnic University, Ukraine;Odessa National Polytechnic University, Ukraine;-2,34E+18;originally correct
;Odesa National Polytechnical University, Av. Shevchenko, 1, Odesa, 65044, Ukraine;Odessa National Polytechnical University, Av. Shevchenko, 1, Odessa, 65044, Ukraine;-6,91E+18;originally correct
;Odesa National Polytechnical University, Odesa, Ukraine;Odessa National Polytechnical University, Odesa, Ukraine;-1,58E+18;originally correct
;Odesa National University of Technology, Kanatnaya str., Odesa, 65039, Ukraine;Odesa National University of Technology, Kanatnaya str., Odessa, 65039, Ukraine;3, 10E+18;originally correct
;Odesa National University, Odesa National University, Dvoryanskaya 2, Odesa, 65082, Ukraine;Chemical Department, Odessa National University, Dvoryanskaya 2, Odessa, 65082, Ukraine;1, 87E+18;changed 1st dep by 2nd uni
;Odesa National University, Odesa National University, Odesa 65000, Dvoryanskaya 2, Ukraine;Department of Biology, Odessa National University, Odessa 65000, Dvoryanskaya 2, Ukraine;-4,03E+18;changed 1st dep by 2nd uni
;Odesa National University, Odesa National University, Odesa 65014, T.G. Shevchenko Park, Ukraine;Department of Astronomy, Odessa National University, Odessa 65014, T.G. Shevchenko Park, Ukraine;5, 16E+18;changed 1st dep by 2nd uni
;Odesa National University, Odesa, 65014, Ukraine;Astronomical Observatory of Odesa I. I. Mechnykov National University, Marazlievskaya str., 1v, Odesa, 65014, Ukraine;-6,06E+18;originally correct
;Odesa National University, Odesa, 65014, Ukraine;Astronomical Observatory of Odessa National University, Odessa, 65014, Ukraine;-1,89E+18;originally correct
;Odesa National University, Odesa, Ukraine;Odessa National University, Odessa, Ukraine;8, 71E+18;originally correct
;Odesa National University, Shevchenko Park, Odesa, 65014, Ukraine;Department of Astronomy and Astronomical Observatory, Odessa National University, Shevchenko Park, Odessa, 65014, Ukraine;6, 29936E+18;both 1st uni and dep
;Odesa Polytechnic National Univ, Odesa, Ukraine;Odessa Polytechnic National Univ, Odessa, Ukraine;-1,49E+17;originally correct
;Odesa Polytechnic National University Odesa, Software Engineering Department, Ukraine;Odesa Polytechnic National University Odesa, Software Engineering Department, Ukraine;8, 61E+17;originally correct
;Odesa Polytechnic National University, 1 Shevchenka av., Odesa, 65044, Ukraine;Odesa Polytechnic National University, 1 Shevchenka av., Odesa, 65044, Ukraine;5, 83E+18;originally correct
;Odesa Polytechnic National University, 1, Shevchenko Ave, Odesa, 65044, Ukraine;Odessa Polytechnic National University, 1, Shevchenko Ave, Odessa, 65044, Ukraine;6, 70E+18;originally correct
;Odesa Polytechnic National University, 1, Shevchenko Avenue, Odesa, 65044, Ukraine;Odessa Polytechnic National University, 1, Shevchenko Avenue, Odessa, 65044, Ukraine;7, 34E+18;originally correct
;Odesa Polytechnic National University, Av. Shevchenko, 1, Odesa, 65044, Ukraine;Odessa Polytechnic National University, Av. Shevchenko, 1, Odessa, 65044, Ukraine;9, 17E+18;originally correct
;Odesa Polytechnic National University, Department Of Biomedical Engineering, Odesa, Ukraine;Odessa Polytechnic National University, Department Of Biomedical Engineering, Odessa, Ukraine;8, 24E+18;originally correct
;Odesa Polytechnic National University, Department Of Design Information Technologies And Design, Odesa, Ukraine;Odessa Polytechnic National University, Department Of Design Information Technologies And Design, Odessa, Ukraine;-8,72E+18;originally correct
;Odesa Polytechnic National University, Department of Information System, Odesa, Ukraine;Odesa Polytechnic National University, Department of Information System, Odesa, Ukraine;2, 68E+18;originally correct
;Odesa Polytechnic National University, Institute of Computer System, Odesa, Ukraine;Odesa Polytechnic National University, Institute of Computer System, Odesa, Ukraine;-7,17E+18;originally correct
;Odesa Polytechnic National University, Odesa Polytechnic National University, Shevchenka ave., 1, Odesa, 65044, Ukraine;Department of Integrated Management Technologies, Odessa Polytechnic National University, Shevchenka ave., 1, Odessa, 65044, Ukraine;-3,87E+18;changed 1st dep by 2nd uni
;Odesa Polytechnic National University, Odesa Polytechnic National University, Shevchenko ave., 1, Odesa, 65044, Ukraine;Department of Systems Management Life Safety, Odessa Polytechnic National University, Shevchenko ave., 1, Odessa, 65044, Ukraine;2, 07E+18;changed 1st dep by 2nd uni
;Odesa Polytechnic National University, Odesa, Ukraine;Odesa Polytechnic National University, Odesa, Ukraine;2, 19E+18;originally correct
;Odesa Polytechnic National University, Odesa, Ukraine;Dept. of Accounting Analysis and Audit, Institute of Economics and Management, Odessa Polytechnic National University, Odessa, Ukraine;-1,76E+18;first neither uni nor dep
;Odesa Polytechnic National University, Odesa, Ukraine;Dept. of Public Management and Administration, Institute of Economics and Management, Odessa Polytechnic National University, Odessa, Ukraine;6, 80E+18;first neither uni nor dep
;Odesa Polytechnic National University, Odesa, Ukraine;Odessa Polytechnic National University, Odessa, Ukraine;6, 26E+18;originally correct
;Odesa Polytechnic National University, Shevchenko av., 1, Odesa, 65044, Ukraine;Odesa Polytechnic National University, Shevchenko av., 1, Odesa, 65044, Ukraine;3, 55E+17;originally correct
;Odesa Polytechnic National University, Shevchenko Avenue 1, Odesa, 65001, Ukraine;Odessa Polytechnic National University, Shevchenko Avenue 1, Odessa, 65001, Ukraine;4, 08E+18;originally correct
;Odesa Polytechnic National University, Shevchenko Avenue 1, Odesa, Ukraine;Odesa Polytechnic National University, Shevchenko Avenue 1, Odesa, Ukraine;-7,90E+18;originally correct
;Odesa Polytechnic National University, Software Engineering Department, Odesa, Ukraine;Odesa Polytechnic National University, Software Engineering Department, Odesa, Ukraine;-9,18E+17;originally correct
;Odesa Polytechnic National University, T. Shevchenko Av. 1, Odesa, 65044, Ukraine;Odessa Polytechnic National University, T. Shevchenko Av. 1, Odessa, 65044, Ukraine;-1,80E+18;originally correct
;Odesa Polytechnic State University, 1 Taras Shevchenko avenue, Odesa, 65044, Ukraine;Odessa Polytechnic State University, 1 Taras Shevchenko avenue, Odessa, 65044, Ukraine;8, 69E+18;originally correct
;Odesa Polytechnic State University, Analysis and Audit Odesa Polytechnic State University, Ukraine;Department of Accounting, Analysis and Audit Odessa Polytechnic State University, Ukraine;-9,99E+17;changed 1st dep by 2nd uni
;Odesa Polytechnic State University, Odesa Polytechnic State University, 1 Shevchenka Ave, Odesa, 65044, Ukraine;Department of Information Activity and Media Communications, Odessa Polytechnic State University, 1 Shevchenka Ave, Odesa, 65044, Ukraine;-5,36E+18;changed 1st dep by 2nd uni
;Odesa Polytechnic State University, Odesa Polytechnic State University, Shevchenko ave., 1, Odesa, 65044, Ukraine;Department of Systems Management Life Safety, Odessa Polytechnic State University, Shevchenko ave., 1, Odessa, 65044, Ukraine;7, 11E+18;changed 1st dep by 2nd uni
;Odesa Polytechnic State University, Odesa Polytechnic State University, Ukraine;Department of Menegement, Odessa Polytechnic State University, Ukraine;5, 57E+18;changed 1st dep by 2nd uni
;Odesa Polytechnic State University, Odesa, Ukraine;Odesa Polytechnic State University, Odesa, Ukraine;-4,79E+18;originally correct
;Odesa Polytechnic State University, Shevchenko av., 1, Odesa, 65044, Ukraine;Odessa Polytechnic State University, Shevchenko av., 1, Odesa, 65044, Ukraine;8, 89E+17;originally correct
;Odesa Polytechnic State University, Shevchenko av., 1, Odesa, 65044, Ukraine;Odessa Polytechnic State University, Shevchenko av., 1, Odessa, 65044, Ukraine;-9,12E+18;originally correct
;Odesa Polytechnic State University, Shevchenko Ave., 1, Odesa, 65044, Ukraine;Odesa Polytechnic State University, Shevchenko Ave., 1, Odesa, 65044, Ukraine;5, 53E+18;originally correct
;Odesa Polytechnic University Onpu, Odesa, Ukraine;Odesa Polytechnic University Onpu, Odesa, Ukraine;-9,21E+18;originally correct
;Odesa State Academia of Technical Regulation and Quality, Kowalska Str., 15, Odesa, 65020, Ukraine;Odesa State Academia of Technical Regulation and Quality, Kowalska Str., 15, Odesa, 65020, Ukraine;3, 05E+18;first neither uni nor dep
;Odesa State Academy of Civil Engineering and Architecture, Department Information Technologies and Apply Mathematics, Odesa, Ukraine;Odesa State Academy of Civil Engineering and Architecture, Department Information Technologies and Apply Mathematics, Odessa, Ukraine;-7,69E+18;originally correct
;Odesa State Academy of Civil Engineering and Architecture, Didrikson str., 4, Odesa, 65029, Ukraine;Odessa State Academy of Civil Engineering and Architecture, Didrikson str., 4, Odessa, 65029, Ukraine;8, 40E+18;originally correct
;Odesa State Academy of Civil Engineering and Architecture, Odesa State Academy of Civil Engineering and Architecture, 4 Didrihsona Str., Odesa, Ukraine;Department of Architectural Environment Design, Odessa State Academy of Civil Engineering and Architecture, 4 Didrihsona Str., Odessa, Ukraine;-9,01E+18;changed 1st dep by 2nd uni
;Odesa State Academy of Civil Engineering and Architecture, Odesa State Academy of Civil Engineering and Architecture, Didrihsona str., 4, Odesa, 65029, Ukraine;Department of Economics and Entrepreneurship, Odessa State Academy of Civil Engineering and Architecture, Didrihsona str., 4, Odessa, 65029, Ukraine;-4,64E+17;changed 1st dep by 2nd uni
;Odesa State Academy of Civil Engineering and Architecture, Odesa State Academy of Civil Engineering and Architecture, Odesa, 65029, Ukraine;Applied Mathematics Department, Odessa State Academy of Civil Engineering and Architecture, Odessa, 65029, Ukraine;5, 57E+18;changed 1st dep by 2nd uni
;Odesa State Academy of Civil Engineering and Architecture, Odesa State Academy of Civil Engineering and Architecture, Odesa, Ukraine;Department of Economics and Entrepreneurship, Odessa State Academy of Civil Engineering and Architecture, Odesa, Ukraine;-8,18E+18;changed 1st dep by 2nd uni
;Odesa State Academy of Civil Engineering and Architecture, Odesa, Ukraine;Odesa State Academy of Civil Engineering and Architecture, Odesa, Ukraine;8, 57E+18;originally correct
;Odesa State Academy of Civil Engineering Architecture, Didrikhsona street 4, Odesa, 65029, Ukraine;Odessa State Academy of Civil Engineering Architecture, Didrikhsona street 4, Odessa, 65029, Ukraine;7, 49E+17;originally correct
;Odesa State Academy of Civil Engineering, Odesa State Academy of Civil Engineering, Odesa, 65000, Ukraine;Department of Reinforced Concrete Structures and Transport Facilities, Odessa State Academy of Civil Engineering, Odesa, 65000, Ukraine;2, 04E+18;changed 1st dep by 2nd uni
;Odesa State Academy of Refrigeration, Odesa, 65082, Dvoryanskaya Str., 1/3, Ukraine;Odessa State Academy of Refrigeration, Odessa, 65082, Dvoryanskaya Str., 1/3, Ukraine;-9,67E+17;originally correct
;Odesa State Academy of Technical Regulation and Quality, Ukraine;Odessa State Academy of Technical Regulation and Quality, Ukraine;-7,99E+18;originally correct
